time_period;economic_activity;establishment_size;number_of_establishments
2011;Other manufacturing;Less than 5 Employees;288.0
2011;Repair and installation of machinery and equipment;5 to 19 Employees;513.0
2011;Electricity, gas, steam and air conditioning supply;5 to 19 Employees;114.0
2011;Water collection, treatment and supply;Total;1581.0
2011;Remediation activities and other waste management services;20+  Employees;5.0
2011;Construction of buildings;Less than 5 Employees;7871.0
2011;Construction of buildings;5 to 19 Employees;6014.0
2011;Civil engineering;5 to 19 Employees;361.0
2011;Specialized construction activities;5 to 19 Employees;2707.0
2011;Specialized construction activities;Total;10040.0
2011;Wholesale & retail trade and repair of motor vehicles & motorcycles;20+  Employees;862.0
2011;Water transport;20+  Employees;39.0
2011;Accommodation;Less than 5 Employees;18193.0
2011;Publishing activities;Less than 5 Employees;346.0
2011;Publishing activities;5 to 19 Employees;191.0
2011;Motion picture, video & tv programme production, sound recording;Less than 5 Employees;117.0
2011;Programming and broadcasting activities;Less than 5 Employees;214.0
2011;Telecommunications;Less than 5 Employees;1844.0
2011;Telecommunications;5 to 19 Employees;371.0
2011;Telecommunications;20+  Employees;147.0
2011;Computer programming, consultancy and related activities;Total;424.0
2011;Information service activities;Less than 5 Employees;179.0
2011;Information service activities;20+  Employees;18.0
2011;Insurance, reinsurance and pension funding;20+  Employees;103.0
2011;Real estate activities;20+  Employees;283.0
2011;Other professional, scientific and technical activities;Less than 5 Employees;2573.0
2011;Veterinary activities;Total;542.0
2011;Travel agency, tour operator, reservation service & related activities;5 to 19 Employees;707.0
2011;Services to buildings and landscape activities;Total;1234.0
2011;Office administrative, office support & other business support act's;Less than 5 Employees;1648.0
2011;Office administrative, office support & other business support act's;20+  Employees;72.0
2011;Office administrative, office support & other business support act's;Total;2089.0
2011;Education;Total;6864.0
2011;Human health activities;Less than 5 Employees;426.0
2011;Residential care activities;Less than 5 Employees;16.0
2011;Residential care activities;5 to 19 Employees;16.0
2011;Residential care activities;20+  Employees;12.0
2011;Social work activities without accommodation;20+  Employees;100.0
2011;Repair of computers and personal and household goods;5 to 19 Employees;358.0
2011;Other personal service activities;5 to 19 Employees;2788.0
2011;Crop and animal production, hunting and related service activities;Less than 5 Employees;76639.0
2011;Crop and animal production, hunting and related service activities;5 to 19 Employees;3844.0
2011;Crop and animal production, hunting and related service activities;Total;80832.0
2011;Forestry and logging;Less than 5 Employees;475.0
2011;Forestry and logging;20+  Employees;1.0
2011;Forestry and logging;Total;500.0
2011;Fishing and aquaculture;5 to 19 Employees;9.0
2011;Fishing and aquaculture;Total;53.0
2011;Mining of coal and lignite;Less than 5 Employees;3.0
2011;Mining of coal and lignite;5 to 19 Employees;0.0
2011;Extraction of crude petroleum and natural gas;Less than 5 Employees;6.0
2011;Extraction of crude petroleum and natural gas;20+  Employees;47.0
2011;Extraction of crude petroleum and natural gas;Total;63.0
2011;Mining of metal ores;20+  Employees;15.0
2011;Other mining and quarrying;Less than 5 Employees;26.0
2011;Other mining and quarrying;Total;299.0
2011;Mining support service activities;5 to 19 Employees;30.0
2011;Manufacture of food products;5 to 19 Employees;1332.0
2011;Manufacture of food products;Total;10197.0
2011;Manufacture of beverages;Total;793.0
2011;Manufacture of tobacco products;20+  Employees;1.0
2011;Manufacture of wearing apparel;5 to 19 Employees;1605.0
2011;Manufacture of wearing apparel;20+  Employees;91.0
2011;Printing and reproduction of recorded media;Total;1147.0
2011;Manufacture of other non-metallic mineral products;20+  Employees;878.0
2011;Manufacture of basic metals;5 to 19 Employees;150.0
2011;Manufacture of fabricated metal products;Less than 5 Employees;12824.0
2011;Manufacture of other transport equipment;Less than 5 Employees;20.0
2011;Manufacture of other transport equipment;5 to 19 Employees;8.0
2011;Manufacture of other transport equipment;20+  Employees;7.0
2011;Repair and installation of machinery and equipment;Less than 5 Employees;9091.0
2011;Repair and installation of machinery and equipment;20+  Employees;141.0
2011;Water collection, treatment and supply;Less than 5 Employees;1222.0
2011;Remediation activities and other waste management services;5 to 19 Employees;4.0
2011;Construction of buildings;Total;16207.0
2011;Civil engineering;Total;928.0
2011;Specialized construction activities;Less than 5 Employees;6779.0
2011;Retail trade, except of motor vehicles and motorcycles;5 to 19 Employees;21503.0
2011;Retail trade, except of motor vehicles and motorcycles;20+  Employees;2192.0
2011;Air transport;20+  Employees;26.0
2011;Warehousing and support activities for transportation;Less than 5 Employees;6473.0
2011;Accommodation;5 to 19 Employees;3457.0
2011;Accommodation;20+  Employees;507.0
2011;Accommodation;Total;22157.0
2011;Food and beverage service activities;Less than 5 Employees;47800.0
2011;Programming and broadcasting activities;5 to 19 Employees;25.0
2011;Programming and broadcasting activities;Total;247.0
2011;Telecommunications;Total;2362.0
2011;Computer programming, consultancy and related activities;Less than 5 Employees;185.0
2011;Information service activities;Total;268.0
2011;Insurance, reinsurance and pension funding;Total;905.0
2011;Activities auxiliary to financial service and insurance activities;5 to 19 Employees;212.0
2011;Legal and accounting activities;Less than 5 Employees;808.0
2011;Legal and accounting activities;5 to 19 Employees;467.0
2011;Legal and accounting activities;20+  Employees;46.0
2011;"Architectural and engineering activities; technical testing & analysis";Total;1741.0
2011;Scientific research and development;5 to 19 Employees;2.0
2011;Scientific research and development;20+  Employees;4.0
2011;Advertising and market research;20+  Employees;112.0
2011;Other professional, scientific and technical activities;5 to 19 Employees;319.0
2011;Veterinary activities;20+  Employees;1.0
2011;Rental and leasing activities;Less than 5 Employees;5735.0
2011;Rental and leasing activities;Total;6722.0
2011;Travel agency, tour operator, reservation service & related activities;Less than 5 Employees;1497.0
2011;Travel agency, tour operator, reservation service & related activities;Total;2302.0
2011;Security and investigation activities;5 to 19 Employees;147.0
2011;Security and investigation activities;Total;443.0
2011;Services to buildings and landscape activities;20+  Employees;235.0
2011;Education;5 to 19 Employees;2991.0
2011;Human health activities;5 to 19 Employees;1326.0
2011;Creative, arts and entertainment activities;Less than 5 Employees;152.0
2011;Libraries, archives, museums and other cultural activities;Less than 5 Employees;95.0
2011;Sports activities and amusement and recreation activities;5 to 19 Employees;477.0
2011;Activities of membership organizations;Less than 5 Employees;1002.0
2011;Activities of membership organizations;5 to 19 Employees;696.0
2011;Activities of membership organizations;20+  Employees;119.0
2011;Total;Total;819471.0
2011;Fishing and aquaculture;Less than 5 Employees;36.0
2011;Mining of coal and lignite;20+  Employees;0.0
2011;Mining of coal and lignite;Total;3.0
2011;Extraction of crude petroleum and natural gas;5 to 19 Employees;10.0
2011;Mining support service activities;Total;101.0
2011;Manufacture of beverages;20+  Employees;97.0
2011;Manufacture of tobacco products;Less than 5 Employees;52.0
2011;Manufacture of textiles;Less than 5 Employees;1681.0
2011;Manufacture of leather and related products;20+  Employees;13.0
2011;Manufacture of leather and related products;Total;103.0
2011;Manufacture of coke and refined petroleum products;Less than 5 Employees;22.0
2011;Manufacture of coke and refined petroleum products;20+  Employees;35.0
2011;Manufacture of chemicals and chemical products;5 to 19 Employees;476.0
2011;Manufacture of chemicals and chemical products;Total;1132.0
2011;Manufacture of rubber and plastics products;Less than 5 Employees;187.0
2011;Manufacture of rubber and plastics products;5 to 19 Employees;252.0
2011;Manufacture of other non-metallic mineral products;Total;3878.0
2011;Manufacture of basic metals;Less than 5 Employees;95.0
2011;Manufacture of basic metals;20+  Employees;191.0
2011;Manufacture of fabricated metal products;5 to 19 Employees;3951.0
2011;Manufacture of computer, electronic and optical products;Less than 5 Employees;49.0
2011;Manufacture of computer, electronic and optical products;5 to 19 Employees;25.0
2011;Manufacture of electrical equipment;Less than 5 Employees;247.0
2011;Manufacture of motor vehicles, trailers and semi-trailers;Less than 5 Employees;64.0
2011;Manufacture of motor vehicles, trailers and semi-trailers;5 to 19 Employees;122.0
2011;Manufacture of motor vehicles, trailers and semi-trailers;Total;245.0
2011;Other manufacturing;20+  Employees;46.0
2011;Sewerage;20+  Employees;42.0
2011;Wholesale & retail trade and repair of motor vehicles & motorcycles;5 to 19 Employees;13359.0
2011;Wholesale trade, except of motor vehicles and motorcycles;5 to 19 Employees;5967.0
2011;Retail trade, except of motor vehicles and motorcycles;Less than 5 Employees;253869.0
2011;Retail trade, except of motor vehicles and motorcycles;Total;277564.0
2011;Land transport and transport via pipelines;5 to 19 Employees;961.0
2011;Land transport and transport via pipelines;Total;2666.0
2011;Water transport;Less than 5 Employees;53.0
2011;Air transport;Total;403.0
2011;Warehousing and support activities for transportation;20+  Employees;571.0
2011;Postal and courier activities;Total;303.0
2011;Food and beverage service activities;20+  Employees;1534.0
2011;Financial service activities, except insurance and pension funding;20+  Employees;384.0
2011;Activities auxiliary to financial service and insurance activities;Less than 5 Employees;118.0
2011;Real estate activities;Less than 5 Employees;23815.0
2011;"Architectural and engineering activities; technical testing & analysis";5 to 19 Employees;858.0
2011;Scientific research and development;Total;10.0
2011;Advertising and market research;Less than 5 Employees;1837.0
2011;Advertising and market research;5 to 19 Employees;816.0
2011;Other professional, scientific and technical activities;Total;2918.0
2011;Veterinary activities;Less than 5 Employees;522.0
2011;Veterinary activities;5 to 19 Employees;19.0
2011;Rental and leasing activities;20+  Employees;167.0
2011;Employment activities;Less than 5 Employees;2620.0
2011;Employment activities;5 to 19 Employees;472.0
2011;Employment activities;20+  Employees;50.0
2011;Security and investigation activities;Less than 5 Employees;165.0
2011;Education;20+  Employees;2051.0
2011;Social work activities without accommodation;Total;1096.0
2011;Creative, arts and entertainment activities;20+  Employees;4.0
2011;Creative, arts and entertainment activities;Total;201.0
2011;Sports activities and amusement and recreation activities;Total;1568.0
2011;Activities of membership organizations;Total;1817.0
2011;Repair of computers and personal and household goods;Total;9784.0
2011;Other personal service activities;20+  Employees;77.0
2011;Other personal service activities;Total;47111.0
2011;Total;Less than 5 Employees;688091.0
2011;Fishing and aquaculture;20+  Employees;8.0
2011;Mining of metal ores;Total;33.0
2011;Other mining and quarrying;20+  Employees;102.0
2011;Manufacture of beverages;5 to 19 Employees;176.0
2011;Manufacture of tobacco products;5 to 19 Employees;6.0
2011;Manufacture of textiles;5 to 19 Employees;232.0
2011;Manufacture of textiles;Total;1966.0
2011;Manufacture of wood and of products of wood and cork;Less than 5 Employees;3043.0
2011;Manufacture of wood and of products of wood and cork;5 to 19 Employees;1252.0
2011;Manufacture of wood and of products of wood and cork;20+  Employees;126.0
2011;Manufacture of wood and of products of wood and cork;Total;4421.0
2011;Manufacture of paper and paper products;Less than 5 Employees;69.0
2011;Manufacture of paper and paper products;5 to 19 Employees;84.0
2011;Manufacture of paper and paper products;20+  Employees;93.0
2011;Printing and reproduction of recorded media;5 to 19 Employees;337.0
2011;Printing and reproduction of recorded media;20+  Employees;141.0
2011;Manufacture of coke and refined petroleum products;Total;89.0
2011;Manufacture of chemicals and chemical products;Less than 5 Employees;314.0
2011;Manufacture of chemicals and chemical products;20+  Employees;342.0
2011;Manufacture of products and preparations pharmaceutical;20+  Employees;34.0
2011;Manufacture of other non-metallic mineral products;Less than 5 Employees;1548.0
2011;Manufacture of fabricated metal products;20+  Employees;515.0
2011;Manufacture of fabricated metal products;Total;17290.0
2011;Manufacture of electrical equipment;5 to 19 Employees;78.0
2011;Manufacture of other transport equipment;Total;35.0
2011;Manufacture of furniture;5 to 19 Employees;1901.0
2011;Other manufacturing;Total;399.0
2011;Electricity, gas, steam and air conditioning supply;Less than 5 Employees;306.0
2011;Electricity, gas, steam and air conditioning supply;20+  Employees;163.0
2011;"Waste collection, treatment & disposal activities; materials recovery";20+  Employees;45.0
2011;Construction of buildings;20+  Employees;2322.0
2011;Civil engineering;Less than 5 Employees;170.0
2011;Wholesale & retail trade and repair of motor vehicles & motorcycles;Less than 5 Employees;66263.0
2011;Wholesale trade, except of motor vehicles and motorcycles;Less than 5 Employees;21589.0
2011;Wholesale trade, except of motor vehicles and motorcycles;Total;28688.0
2011;Land transport and transport via pipelines;Less than 5 Employees;1236.0
2011;Land transport and transport via pipelines;20+  Employees;469.0
2011;Water transport;5 to 19 Employees;68.0
2011;Air transport;5 to 19 Employees;118.0
2011;Postal and courier activities;Less than 5 Employees;209.0
2011;Postal and courier activities;5 to 19 Employees;72.0
2011;Food and beverage service activities;5 to 19 Employees;14065.0
2011;Food and beverage service activities;Total;63399.0
2011;Publishing activities;20+  Employees;52.0
2011;Publishing activities;Total;589.0
2011;Motion picture, video & tv programme production, sound recording;20+  Employees;10.0
2011;Motion picture, video & tv programme production, sound recording;Total;160.0
2011;Computer programming, consultancy and related activities;5 to 19 Employees;179.0
2011;Computer programming, consultancy and related activities;20+  Employees;60.0
2011;Information service activities;5 to 19 Employees;71.0
2011;Financial service activities, except insurance and pension funding;Less than 5 Employees;1260.0
2011;Financial service activities, except insurance and pension funding;Total;3475.0
2011;Insurance, reinsurance and pension funding;Less than 5 Employees;577.0
2011;Insurance, reinsurance and pension funding;5 to 19 Employees;225.0
2011;Activities auxiliary to financial service and insurance activities;20+  Employees;18.0
2011;Activities auxiliary to financial service and insurance activities;Total;348.0
2011;Legal and accounting activities;Total;1321.0
2011;"Activities of head offices; management consultancy activities";5 to 19 Employees;123.0
2011;"Activities of head offices; management consultancy activities";20+  Employees;44.0
2011;"Architectural and engineering activities; technical testing & analysis";20+  Employees;230.0
2011;Advertising and market research;Total;2765.0
2011;Other professional, scientific and technical activities;20+  Employees;26.0
2011;Rental and leasing activities;5 to 19 Employees;820.0
2011;Employment activities;Total;3142.0
2011;Travel agency, tour operator, reservation service & related activities;20+  Employees;98.0
2011;Services to buildings and landscape activities;5 to 19 Employees;408.0
2011;Human health activities;20+  Employees;1158.0
2011;Human health activities;Total;2910.0
2011;Creative, arts and entertainment activities;5 to 19 Employees;45.0
2011;Libraries, archives, museums and other cultural activities;20+  Employees;8.0
2011;Repair of computers and personal and household goods;Less than 5 Employees;9359.0
2011;Other personal service activities;Less than 5 Employees;44246.0
2011;Total;5 to 19 Employees;109723.0
2011;Total;20+  Employees;21657.0
2011;Other mining and quarrying;5 to 19 Employees;171.0
2011;Mining support service activities;Less than 5 Employees;12.0
2011;Manufacture of beverages;Less than 5 Employees;520.0
2011;Manufacture of wearing apparel;Total;28248.0
2011;Manufacture of leather and related products;Less than 5 Employees;79.0
2011;Manufacture of paper and paper products;Total;246.0
2011;Manufacture of coke and refined petroleum products;5 to 19 Employees;32.0
2011;Manufacture of products and preparations pharmaceutical;5 to 19 Employees;15.0
2011;Manufacture of rubber and plastics products;Total;604.0
2011;Manufacture of other non-metallic mineral products;5 to 19 Employees;1452.0
2011;Manufacture of basic metals;Total;436.0
2011;Manufacture of machinery and equipment n.e.c.;Less than 5 Employees;99.0
2011;Manufacture of machinery and equipment n.e.c.;20+  Employees;103.0
2011;Manufacture of machinery and equipment n.e.c.;Total;302.0
2011;Manufacture of motor vehicles, trailers and semi-trailers;20+  Employees;59.0
2011;Manufacture of furniture;Total;8720.0
2011;Other manufacturing;5 to 19 Employees;65.0
2011;Repair and installation of machinery and equipment;Total;9745.0
2011;Electricity, gas, steam and air conditioning supply;Total;583.0
2011;Water collection, treatment and supply;5 to 19 Employees;271.0
2011;Water collection, treatment and supply;20+  Employees;88.0
2011;Sewerage;Less than 5 Employees;31.0
2011;Sewerage;5 to 19 Employees;29.0
2011;Sewerage;Total;102.0
2011;"Waste collection, treatment & disposal activities; materials recovery";Less than 5 Employees;92.0
2011;"Waste collection, treatment & disposal activities; materials recovery";5 to 19 Employees;69.0
2011;"Waste collection, treatment & disposal activities; materials recovery";Total;206.0
2011;Remediation activities and other waste management services;Less than 5 Employees;3.0
2011;Remediation activities and other waste management services;Total;12.0
2011;Civil engineering;20+  Employees;397.0
2011;Specialized construction activities;20+  Employees;554.0
2011;Wholesale & retail trade and repair of motor vehicles & motorcycles;Total;80484.0
2011;Wholesale trade, except of motor vehicles and motorcycles;20+  Employees;1132.0
2011;Water transport;Total;160.0
2011;Air transport;Less than 5 Employees;259.0
2011;Warehousing and support activities for transportation;5 to 19 Employees;2734.0
2011;Warehousing and support activities for transportation;Total;9778.0
2011;Postal and courier activities;20+  Employees;22.0
2011;Motion picture, video & tv programme production, sound recording;5 to 19 Employees;33.0
2011;Programming and broadcasting activities;20+  Employees;8.0
2011;Financial service activities, except insurance and pension funding;5 to 19 Employees;1831.0
2011;Real estate activities;5 to 19 Employees;1725.0
2011;Real estate activities;Total;25823.0
2011;"Activities of head offices; management consultancy activities";Less than 5 Employees;121.0
2011;"Activities of head offices; management consultancy activities";Total;288.0
2011;"Architectural and engineering activities; technical testing & analysis";Less than 5 Employees;653.0
2011;Scientific research and development;Less than 5 Employees;4.0
2011;Security and investigation activities;20+  Employees;131.0
2011;Services to buildings and landscape activities;Less than 5 Employees;591.0
2011;Office administrative, office support & other business support act's;5 to 19 Employees;369.0
2011;Education;Less than 5 Employees;1822.0
2011;Residential care activities;Total;44.0
2011;Social work activities without accommodation;Less than 5 Employees;534.0
2011;Social work activities without accommodation;5 to 19 Employees;462.0
2011;Libraries, archives, museums and other cultural activities;5 to 19 Employees;27.0
2011;Libraries, archives, museums and other cultural activities;Total;130.0
2011;Sports activities and amusement and recreation activities;Less than 5 Employees;963.0
2011;Sports activities and amusement and recreation activities;20+  Employees;128.0
2011;Repair of computers and personal and household goods;20+  Employees;67.0
2010;Crop and animal production, hunting and related service activities;Less than 5 Employees;75329.0
2010;Crop and animal production, hunting and related service activities;5 to 19 Employees;3974.0
2010;Crop and animal production, hunting and related service activities;20+  Employees;343.0
2010;Forestry and logging;Less than 5 Employees;474.0
2010;Forestry and logging;5 to 19 Employees;23.0
2010;Fishing and aquaculture;5 to 19 Employees;8.0
2010;Extraction of crude petroleum and natural gas;20+  Employees;47.0
2010;Mining support service activities;Less than 5 Employees;12.0
2010;Manufacture of food products;Less than 5 Employees;8065.0
2010;Manufacture of beverages;5 to 19 Employees;176.0
2010;Manufacture of beverages;20+  Employees;92.0
2010;Manufacture of tobacco products;Less than 5 Employees;52.0
2010;Manufacture of tobacco products;5 to 19 Employees;6.0
2010;Manufacture of wearing apparel;Less than 5 Employees;26069.0
2010;Manufacture of wearing apparel;5 to 19 Employees;1527.0
2010;Manufacture of leather and related products;Less than 5 Employees;79.0
2010;Manufacture of leather and related products;Total;102.0
2010;Manufacture of wood and of products of wood and cork;Total;4279.0
2010;Manufacture of paper and paper products;Less than 5 Employees;68.0
2010;Printing and reproduction of recorded media;Less than 5 Employees;617.0
2010;Manufacture of coke and refined petroleum products;20+  Employees;32.0
2010;Manufacture of products and preparations pharmaceutical;20+  Employees;33.0
2010;Manufacture of rubber and plastics products;Total;586.0
2010;Manufacture of basic metals;Total;426.0
2010;Manufacture of computer, electronic and optical products;Less than 5 Employees;49.0
2010;Manufacture of electrical equipment;Total;437.0
2010;Manufacture of furniture;5 to 19 Employees;1771.0
2010;Electricity, gas, steam and air conditioning supply;20+  Employees;158.0
2010;Water collection, treatment and supply;Less than 5 Employees;1220.0
2010;Remediation activities and other waste management services;Less than 5 Employees;3.0
2010;Remediation activities and other waste management services;20+  Employees;5.0
2010;Construction of buildings;5 to 19 Employees;5891.0
2010;Civil engineering;5 to 19 Employees;350.0
2010;Civil engineering;20+  Employees;384.0
2010;Wholesale & retail trade and repair of motor vehicles & motorcycles;20+  Employees;831.0
2010;Retail trade, except of motor vehicles and motorcycles;Less than 5 Employees;252993.0
2010;Retail trade, except of motor vehicles and motorcycles;5 to 19 Employees;21243.0
2010;Retail trade, except of motor vehicles and motorcycles;20+  Employees;2118.0
2010;Water transport;Total;154.0
2010;Warehousing and support activities for transportation;Total;9655.0
2010;Postal and courier activities;5 to 19 Employees;72.0
2010;Food and beverage service activities;20+  Employees;1454.0
2010;Publishing activities;20+  Employees;50.0
2010;Telecommunications;5 to 19 Employees;358.0
2010;Computer programming, consultancy and related activities;20+  Employees;59.0
2010;Financial service activities, except insurance and pension funding;Less than 5 Employees;1165.0
2010;Insurance, reinsurance and pension funding;Less than 5 Employees;566.0
2010;Legal and accounting activities;5 to 19 Employees;422.0
2010;Scientific research and development;5 to 19 Employees;2.0
2010;Scientific research and development;20+  Employees;4.0
2010;Other professional, scientific and technical activities;Total;2787.0
2010;Employment activities;5 to 19 Employees;461.0
2010;Travel agency, tour operator, reservation service & related activities;Less than 5 Employees;1458.0
2010;Travel agency, tour operator, reservation service & related activities;20+  Employees;91.0
2010;Travel agency, tour operator, reservation service & related activities;Total;2241.0
2010;Security and investigation activities;5 to 19 Employees;149.0
2010;Education;Less than 5 Employees;1718.0
2010;Human health activities;5 to 19 Employees;1290.0
2010;Human health activities;20+  Employees;1129.0
2010;Social work activities without accommodation;5 to 19 Employees;457.0
2010;Social work activities without accommodation;20+  Employees;94.0
2010;Creative, arts and entertainment activities;20+  Employees;4.0
2010;Sports activities and amusement and recreation activities;5 to 19 Employees;437.0
2010;Repair of computers and personal and household goods;20+  Employees;65.0
2010;Other personal service activities;20+  Employees;74.0
2010;Other personal service activities;Total;45954.0
2010;Specialized construction activities;5 to 19 Employees;2701.0
2010;Specialized construction activities;20+  Employees;541.0
2010;Wholesale & retail trade and repair of motor vehicles & motorcycles;Less than 5 Employees;66100.0
2010;Water transport;20+  Employees;38.0
2010;Air transport;Less than 5 Employees;256.0
2010;Warehousing and support activities for transportation;20+  Employees;552.0
2010;Postal and courier activities;20+  Employees;22.0
2010;Accommodation;5 to 19 Employees;3438.0
2010;Food and beverage service activities;Less than 5 Employees;47647.0
2010;Food and beverage service activities;5 to 19 Employees;14035.0
2010;Publishing activities;Less than 5 Employees;321.0
2010;Publishing activities;Total;554.0
2010;Motion picture, video & tv programme production, sound recording;5 to 19 Employees;33.0
2010;Programming and broadcasting activities;Total;245.0
2010;Telecommunications;Less than 5 Employees;1816.0
2010;Telecommunications;Total;2318.0
2010;Computer programming, consultancy and related activities;5 to 19 Employees;168.0
2010;Computer programming, consultancy and related activities;Total;409.0
2010;Information service activities;5 to 19 Employees;69.0
2010;Financial service activities, except insurance and pension funding;5 to 19 Employees;1788.0
2010;Financial service activities, except insurance and pension funding;20+  Employees;364.0
2010;Activities auxiliary to financial service and insurance activities;Less than 5 Employees;117.0
2010;Real estate activities;Less than 5 Employees;21895.0
2010;"Activities of head offices; management consultancy activities";5 to 19 Employees;122.0
2010;"Architectural and engineering activities; technical testing & analysis";Total;1735.0
2010;Advertising and market research;5 to 19 Employees;799.0
2010;Advertising and market research;Total;2709.0
2010;Other professional, scientific and technical activities;20+  Employees;25.0
2010;Rental and leasing activities;Total;6384.0
2010;Employment activities;Less than 5 Employees;2499.0
2010;Office administrative, office support & other business support act's;Less than 5 Employees;1552.0
2010;Education;20+  Employees;1973.0
2010;Education;Total;6650.0
2010;Residential care activities;5 to 19 Employees;15.0
2010;Creative, arts and entertainment activities;Total;194.0
2010;Libraries, archives, museums and other cultural activities;Less than 5 Employees;92.0
2010;Libraries, archives, museums and other cultural activities;20+  Employees;8.0
2010;Libraries, archives, museums and other cultural activities;Total;127.0
2010;Sports activities and amusement and recreation activities;Less than 5 Employees;946.0
2010;Crop and animal production, hunting and related service activities;Total;79646.0
2010;Forestry and logging;20+  Employees;1.0
2010;Mining of coal and lignite;5 to 19 Employees;0.0
2010;Mining of coal and lignite;20+  Employees;0.0
2010;Extraction of crude petroleum and natural gas;Less than 5 Employees;6.0
2010;Extraction of crude petroleum and natural gas;Total;63.0
2010;Manufacture of tobacco products;Total;59.0
2010;Manufacture of wearing apparel;20+  Employees;87.0
2010;Manufacture of wood and of products of wood and cork;Less than 5 Employees;2909.0
2010;Manufacture of paper and paper products;5 to 19 Employees;82.0
2010;Manufacture of paper and paper products;20+  Employees;88.0
2010;Printing and reproduction of recorded media;5 to 19 Employees;338.0
2010;Manufacture of chemicals and chemical products;20+  Employees;337.0
2010;Manufacture of products and preparations pharmaceutical;5 to 19 Employees;15.0
2010;Manufacture of rubber and plastics products;5 to 19 Employees;242.0
2010;Manufacture of rubber and plastics products;20+  Employees;157.0
2010;Manufacture of basic metals;20+  Employees;187.0
2010;Manufacture of electrical equipment;Less than 5 Employees;232.0
2010;Manufacture of electrical equipment;20+  Employees;132.0
2010;Manufacture of machinery and equipment n.e.c.;Less than 5 Employees;99.0
2010;Other manufacturing;5 to 19 Employees;61.0
2010;Repair and installation of machinery and equipment;5 to 19 Employees;517.0
2010;Water collection, treatment and supply;5 to 19 Employees;265.0
2010;Water collection, treatment and supply;Total;1570.0
2010;"Waste collection, treatment & disposal activities; materials recovery";Less than 5 Employees;92.0
2010;Remediation activities and other waste management services;Total;11.0
2010;Construction of buildings;Less than 5 Employees;7697.0
2010;Construction of buildings;Total;15880.0
2010;Civil engineering;Total;903.0
2010;Wholesale trade, except of motor vehicles and motorcycles;20+  Employees;1093.0
2010;Wholesale trade, except of motor vehicles and motorcycles;Total;27473.0
2010;Land transport and transport via pipelines;Less than 5 Employees;1235.0
2010;Air transport;20+  Employees;25.0
2010;Accommodation;Less than 5 Employees;17909.0
2010;Accommodation;20+  Employees;495.0
2010;Motion picture, video & tv programme production, sound recording;20+  Employees;10.0
2010;Programming and broadcasting activities;Less than 5 Employees;213.0
2010;Information service activities;Total;255.0
2010;Insurance, reinsurance and pension funding;5 to 19 Employees;212.0
2010;Insurance, reinsurance and pension funding;Total;879.0
2010;Activities auxiliary to financial service and insurance activities;5 to 19 Employees;212.0
2010;Real estate activities;20+  Employees;270.0
2010;Real estate activities;Total;23809.0
2010;Legal and accounting activities;Less than 5 Employees;780.0
2010;Legal and accounting activities;20+  Employees;46.0
2010;Legal and accounting activities;Total;1248.0
2010;"Activities of head offices; management consultancy activities";Total;285.0
2010;"Architectural and engineering activities; technical testing & analysis";5 to 19 Employees;854.0
2010;"Architectural and engineering activities; technical testing & analysis";20+  Employees;226.0
2010;Advertising and market research;20+  Employees;110.0
2010;Veterinary activities;5 to 19 Employees;18.0
2010;Veterinary activities;20+  Employees;1.0
2010;Employment activities;20+  Employees;49.0
2010;Security and investigation activities;20+  Employees;122.0
2010;Services to buildings and landscape activities;5 to 19 Employees;399.0
2010;Office administrative, office support & other business support act's;5 to 19 Employees;344.0
2010;Human health activities;Total;2835.0
2010;Residential care activities;Less than 5 Employees;16.0
2010;Residential care activities;20+  Employees;12.0
2010;Creative, arts and entertainment activities;5 to 19 Employees;43.0
2010;Sports activities and amusement and recreation activities;20+  Employees;121.0
2010;Activities of membership organizations;5 to 19 Employees;647.0
2010;Activities of membership organizations;20+  Employees;111.0
2010;Other personal service activities;Less than 5 Employees;43302.0
2010;Total;5 to 19 Employees;108016.0
2010;Total;20+  Employees;20970.0
2010;Mining of coal and lignite;Less than 5 Employees;3.0
2010;Mining of coal and lignite;Total;3.0
2010;Extraction of crude petroleum and natural gas;5 to 19 Employees;10.0
2010;Mining of metal ores;Total;33.0
2010;Other mining and quarrying;Less than 5 Employees;25.0
2010;Mining support service activities;Total;99.0
2010;Manufacture of beverages;Less than 5 Employees;513.0
2010;Manufacture of beverages;Total;781.0
2010;Manufacture of tobacco products;20+  Employees;1.0
2010;Manufacture of wearing apparel;Total;27683.0
2010;Manufacture of wood and of products of wood and cork;5 to 19 Employees;1252.0
2010;Manufacture of paper and paper products;Total;238.0
2010;Printing and reproduction of recorded media;20+  Employees;135.0
2010;Manufacture of coke and refined petroleum products;Less than 5 Employees;13.0
2010;Manufacture of coke and refined petroleum products;Total;76.0
2010;Manufacture of chemicals and chemical products;Total;1119.0
2010;Manufacture of other non-metallic mineral products;5 to 19 Employees;1425.0
2010;Manufacture of other non-metallic mineral products;Total;3775.0
2010;Manufacture of fabricated metal products;20+  Employees;506.0
2010;Manufacture of computer, electronic and optical products;5 to 19 Employees;25.0
2010;Manufacture of computer, electronic and optical products;20+  Employees;22.0
2010;Manufacture of motor vehicles, trailers and semi-trailers;Less than 5 Employees;64.0
2010;Manufacture of motor vehicles, trailers and semi-trailers;5 to 19 Employees;123.0
2010;Manufacture of other transport equipment;Less than 5 Employees;20.0
2010;Manufacture of other transport equipment;Total;35.0
